Customer,State,Customer Lifetime Value,Response,Effective To Date,EmploymentStatus,Income,Location Code,Marital Status,Monthly Premium,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount
JL59571,Oregon,4607.244307,No,1/7/11,Disabled,17343,Urban,Single,63,9,92,0,5,Corporate,Corporate L3,Offer2,Branch,208.659743
DF94525,Oregon,4860.62003,No,1/23/11,Medical Leave,25854,Suburban,Single,68,24,37,0,9,Personal,Personal L3,Offer1,Branch,396.284835
YO58424,Oregon,2580.849899,Yes,2/9/11,Employed,46900,Suburban,Married,66,13,59,0,1,Corporate,Corporate L1,Offer2,Web,316.8
MP76478,Washington,8646.504109,Yes,1/2/11,Employed,64125,Urban,Married,108,3,44,0,3,Corporate,Corporate L3,Offer2,Branch,369.818708
HO92982,California,8405.752991,No,1/30/11,Employed,85355,Suburban,Married,71,34,47,2,2,Personal,Personal L2,Offer2,Call Center,458.568921
MZ24175,Arizona,3096.511217,Yes,2/12/11,Employed,21604,Suburban,Divorced,79,14,28,0,1,Personal,Personal L3,Offer1,Branch,379.2
YD48962,Arizona,29412.2893,No,1/17/11,Unemployed,0,Suburban,Divorced,107,0,62,0,2,Personal,Personal L3,Offer3,Agent,513.6
QB47024,Washington,5898.733666,No,2/17/11,Employed,53998,Suburban,Divorced,78,5,38,5,8,Personal,Personal L3,Offer1,Call Center,414.519064
MF18493,California,17497.52201,Yes,2/28/11,Unemployed,0,Suburban,Divorced,73,9,94,0,2,Personal,Personal L1,Offer1,Agent,350.4
EP61084,Nevada,3218.608644,No,1/13/11,Employed,68776,Rural,Married,80,28,78,0,1,Personal,Personal L3,Offer3,Call Center,87.861666
EN38348,Oregon,23207.26972,No,1/16/11,Employed,45039,Rural,Married,96,27,94,0,2,Personal,Personal L2,Offer1,Agent,192.144838
HJ15383,Washington,8032.401911,No,2/9/11,Employed,27658,Rural,Married,68,4,75,0,2,Personal,Personal L2,Offer3,Call Center,160.07526
LS98306,Nevada,13918.5348,No,1/8/11,Employed,64113,Suburban,Divorced,117,24,32,0,2,Special,Special L3,Offer1,Agent,561.6
PZ47477,Arizona,8966.309774,No,1/30/11,Employed,41829,Suburban,Married,76,11,41,0,2,Personal,Personal L2,Offer2,Call Center,416.365369
LT32391,California,11981.98481,Yes,1/20/11,Retired,21514,Urban,Married,62,0,59,0,2,Personal,Personal L3,Offer1,Agent,257.248789
KK30016,Nevada,5532.629846,No,1/5/11,Employed,27722,Suburban,Divorced,69,3,29,0,9,Personal,Personal L3,Offer3,Call Center,331.2
OA89218,Nevada,11660.57298,No,2/19/11,Employed,21506,Suburban,Divorced,151,11,42,0,4,Personal,Personal L3,Offer2,Agent,826.658992
CY47265,Oregon,2886.451602,Yes,1/20/11,Retired,10312,Suburban,Married,78,10,63,0,1,Personal,Personal L3,Offer2,Agent,486.278557
ZI47663,Arizona,12741.84754,Yes,1/7/11,Employed,73054,Urban,Married,106,34,36,1,2,Personal,Personal L2,Offer1,Branch,419.365958
GO14008,Oregon,5398.098108,No,1/21/11,Employed,73775,Suburban,Divorced,67,14,51,0,3,Personal,Personal L3,Offer2,Agent,321.6
BC43958,California,7285.030983,Yes,2/28/11,Employed,44788,Suburban,Married,61,6,48,0,2,Corporate,Corporate L1,Offer2,Agent,386.031248
AI61368,Nevada,17651.96339,No,1/31/11,Medical Leave,22510,Suburban,Single,95,19,48,0,2,Personal,Personal L3,Offer1,Web,456.0
UF37831,Arizona,17029.89338,No,2/9/11,Employed,54613,Urban,Divorced,213,29,62,0,5,Personal,Personal L3,Offer1,Call Center,731.559007
PO90615,Arizona,2491.257604,Yes,2/12/11,Medical Leave,25965,Suburban,Divorced,65,23,27,0,1,Personal,Personal L2,Offer1,Agent,329.206567
GY74661,Oregon,4039.315002,No,1/13/11,Employed,34911,Rural,Divorced,105,6,31,1,1,Personal,Personal L3,Offer4,Agent,126.779673
MX50302,Oregon,2619.337376,Yes,2/5/11,Employed,78618,Urban,Divorced,66,7,56,0,1,Special,Special L3,Offer1,Agent,225.578841
TC84427,Oregon,5049.689638,No,1/1/11,Employed,61080,Urban,Single,66,7,41,2,9,Personal,Personal L3,Offer1,Call Center,294.284951
IQ82914,Oregon,4983.457132,No,1/10/11,Employed,60415,Rural,Divorced,62,10,31,0,5,Personal,Personal L3,Offer2,Branch,72.665253
TY74870,California,2530.639412,No,2/15/11,Medical Leave,25143,Rural,Divorced,66,34,38,0,1,Corporate,Corporate L2,Offer1,Branch,8.737111
II83628,California,7396.719746,No,1/30/11,Employed,41045,Suburban,Single,64,9,28,1,2,Personal,Personal L3,Offer2,Branch,394.582401
ZR77995,California,3832.898507,No,2/20/11,Employed,97729,Rural,Married,95,18,21,0,1,Personal,Personal L3,Offer2,Web,97.176153
QT89604,Arizona,4961.405917,No,1/22/11,Employed,55702,Rural,Married,61,13,55,0,6,Personal,Personal L3,Offer1,Agent,151.13336
AB21519,California,3861.486269,Yes,1/6/11,Employed,93272,Urban,Married,95,3,54,0,1,Personal,Personal L3,Offer2,Branch,281.110788
MP47256,California,22658.53652,Yes,1/25/11,Retired,23665,Suburban,Married,67,19,50,0,2,Personal,Personal L3,Offer1,Branch,404.817249
MA47641,Oregon,10408.96865,Yes,2/18/11,Retired,20228,Suburban,Divorced,101,3,43,1,2,Personal,Personal L3,Offer1,Branch,523.815839
GQ20713,Nevada,4834.710493,Yes,1/31/11,Employed,38713,Suburban,Divorced,66,31,69,4,6,Personal,Personal L3,Offer2,Call Center,316.8
WW87934,Arizona,8257.666512,Yes,1/12/11,Disabled,23815,Suburban,Married,73,4,47,0,2,Personal,Personal L3,Offer2,Call Center,424.330166
HF75276,Nevada,3052.629532,No,1/12/11,Unemployed,0,Suburban,Divorced,93,15,31,3,1,Personal,Personal L3,Offer1,Branch,446.4
ET64028,California,4012.319346,No,1/18/11,Employed,47221,Suburban,Married,99,8,79,0,1,Personal,Personal L2,Offer1,Agent,475.2
QA41472,Oregon,13355.48637,No,1/14/11,Employed,34495,Urban,Married,113,27,29,0,2,Personal,Personal L3,Offer3,Branch,389.673944
OZ92426,Oregon,2364.43161,No,1/18/11,Employed,46264,Urban,Single,62,17,75,0,1,Corporate,Corporate L1,Offer4,Branch,199.37361
UM69933,Nevada,2489.337928,No,2/15/11,Employed,46051,Suburban,Married,63,16,34,0,1,Personal,Personal L1,Offer3,Branch,302.4
RQ11502,Nevada,4755.720009,No,2/11/11,Retired,23975,Suburban,Married,128,8,39,0,1,Corporate,Corporate L3,Offer1,Agent,614.4
TX98128,California,13864.38495,No,2/18/11,Unemployed,0,Suburban,Single,74,4,12,4,2,Personal,Personal L1,Offer1,Agent,580.886785
XY52165,Arizona,3020.424822,No,2/13/11,Employed,78561,Suburban,Married,74,7,50,0,1,Personal,Personal L1,Offer1,Branch,355.2
GB39003,California,6285.305195,No,2/7/11,Unemployed,0,Suburban,Single,90,4,63,0,7,Personal,Personal L3,Offer1,Agent,432.0
VH43367,California,2506.021971,No,2/21/11,Employed,61402,Suburban,Married,63,14,56,2,1,Special,Special L1,Offer1,Agent,302.4
KG81168,Arizona,2826.307641,No,1/12/11,Employed,65090,Rural,Married,71,28,3,0,1,Personal,Personal L3,Offer3,Agent,73.995096
WU14549,Nevada,4369.71794,No,1/11/11,Employed,88495,Suburban,Married,108,2,83,0,1,Personal,Personal L3,Offer1,Branch,535.926948
XB17553,Nevada,12174.58795,No,1/30/11,Employed,52797,Rural,Married,104,14,13,1,2,Personal,Personal L3,Offer1,Agent,88.173438
MY88518,Nevada,3528.044252,Yes,2/1/11,Employed,31278,Suburban,Married,92,24,95,4,1,Personal,Personal L1,Offer1,Branch,441.6
XE18554,California,10436.57466,No,2/6/11,Medical Leave,24177,Suburban,Married,92,4,37,1,2,Personal,Personal L2,Offer1,Agent,441.6
NY97446,Oregon,2746.121383,No,1/6/11,Employed,96339,Urban,Married,68,1,44,0,1,Corporate,Corporate L1,Offer2,Branch,293.205349
VT96364,California,9175.171899,No,1/28/11,Employed,68164,Rural,Single,119,27,37,2,6,Personal,Personal L3,Offer1,Agent,222.582872
ZY20779,Washington,4979.079933,No,1/29/11,Unemployed,0,Suburban,Single,71,17,57,0,5,Personal,Personal L1,Offer2,Agent,340.8
NN65845,Washington,2585.937023,No,2/19/11,Disabled,21603,Suburban,Married,68,11,46,2,1,Personal,Personal L3,Offer4,Branch,326.4
VC54081,Oregon,9449.745947,No,2/10/11,Unemployed,0,Rural,Married,63,11,20,0,2,Special,Special L2,Offer1,Branch,117.744416
CE94751,California,4568.819387,No,2/6/11,Unemployed,0,Suburban,Single,70,5,33,1,7,Personal,Personal L3,Offer1,Branch,524.836298
VM85856,Oregon,2574.020376,Yes,1/14/11,Employed,34990,Rural,Single,65,23,73,0,1,Personal,Personal L3,Offer2,Web,42.689135
EH37385,Arizona,8789.88406,No,2/22/11,Employed,22849,Suburban,Married,109,5,75,0,4,Personal,Personal L3,Offer1,Call Center,523.2
FI45719,Arizona,2507.407815,No,2/18/11,Employed,32893,Urban,Married,63,13,14,0,1,Personal,Personal L3,Offer3,Agent,174.086385
SB79528,Oregon,2522.41457,No,1/22/11,Unemployed,0,Suburban,Single,73,24,15,0,1,Corporate,Corporate L3,Offer2,Branch,350.4
WH81461,Nevada,7542.713967,No,1/29/11,Unemployed,0,Suburban,Single,111,7,25,0,3,Personal,Personal L2,Offer3,Branch,1186.972445
UD47050,Oregon,6005.214792,Yes,1/12/11,Employed,26876,Suburban,Single,76,17,72,0,8,Corporate,Corporate L2,Offer1,Agent,364.8
XZ17273,Nevada,20998.25947,No,1/25/11,Employed,71663,Rural,Married,74,23,22,0,2,Corporate,Corporate L3,Offer2,Web,84.494022
XR97812,California,2345.084479,No,2/22/11,Unemployed,0,Suburban,Single,69,1,56,0,1,Personal,Personal L3,Offer1,Agent,331.2
BW88060,California,8783.165364,No,1/3/11,Disabled,16994,Suburban,Married,112,25,12,0,8,Personal,Personal L3,Offer1,Call Center,806.4
CP32818,Oregon,4529.965388,No,2/21/11,Employed,64270,Rural,Single,117,12,58,0,1,Personal,Personal L3,Offer2,Agent,46.104534
CM52565,Nevada,6033.222351,No,2/16/11,Unemployed,0,Suburban,Single,83,4,3,0,3,Corporate,Corporate L2,Offer2,Call Center,597.6
YP40334,Oregon,5308.246978,No,1/17/11,Unemployed,0,Rural,Single,145,29,70,0,1,Personal,Personal L2,Offer2,Web,358.765757
KD63998,California,2674.730716,Yes,2/15/11,Employed,56342,Suburban,Single,69,12,89,0,1,Personal,Personal L2,Offer2,Call Center,331.2
VC77127,California,4929.8075,No,1/27/11,Unemployed,0,Suburban,Single,70,25,21,0,6,Personal,Personal L3,Offer4,Call Center,837.438442
AM30008,California,14131.12134,No,1/9/11,Employed,28327,Suburban,Single,185,29,26,0,3,Personal,Personal L2,Offer4,Web,888.0
PC83755,Oregon,2471.528431,Yes,1/15/11,Employed,95697,Rural,Married,61,16,55,0,1,Personal,Personal L2,Offer2,Agent,114.273025
XS22323,Arizona,6005.214792,Yes,1/12/11,Employed,26876,Suburban,Single,76,17,72,0,8,Personal,Personal L3,Offer1,Agent,364.8
YM43461,Washington,14082.63918,No,1/19/11,Unemployed,0,Suburban,Single,102,17,91,0,2,Personal,Personal L3,Offer1,Agent,734.4
BH23017,Nevada,19116.56806,No,1/31/11,Unemployed,0,Suburban,Single,61,31,43,0,2,Personal,Personal L3,Offer1,Branch,657.808231
OD18225,California,6631.665538,No,1/18/11,Employed,32918,Suburban,Married,84,33,69,0,3,Personal,Personal L2,Offer3,Agent,403.2
VE31507,Oregon,7432.299921,No,1/27/11,Unemployed,0,Suburban,Single,71,4,76,0,2,Personal,Personal L3,Offer2,Web,447.333545
NR18672,Nevada,2928.115104,No,1/24/11,Employed,63127,Rural,Married,74,35,17,1,1,Personal,Personal L1,Offer4,Agent,174.292234
DM76654,California,46611.87375,No,2/6/11,Employed,22022,Suburban,Single,136,35,1,0,2,Personal,Personal L2,Offer2,Branch,979.2
YY11432,Oregon,16515.00927,No,2/1/11,Employed,51725,Rural,Married,138,9,16,1,2,Personal,Personal L3,Offer1,Agent,159.004261
BD77090,Washington,8609.158215,Yes,1/14/11,Employed,79090,Urban,Married,107,2,74,0,3,Personal,Personal L1,Offer2,Branch,289.040734
XA75063,Oregon,10213.56338,No,1/9/11,Employed,39719,Suburban,Divorced,131,1,57,0,3,Personal,Personal L3,Offer1,Agent,628.8
PQ13422,Nevada,10049.28585,No,1/22/11,Employed,58194,Suburban,Married,84,26,23,0,2,Personal,Personal L3,Offer2,Web,450.996589
NA89685,Oregon,5746.148291,No,2/14/11,Employed,61990,Rural,Married,72,21,47,0,9,Personal,Personal L3,Offer1,Agent,48.884434
AL35726,Oregon,3746.751625,Yes,2/26/11,Employed,41479,Rural,Married,94,14,38,1,1,Personal,Personal L2,Offer2,Call Center,19.575683
WO70078,Oregon,7486.068405,No,1/3/11,Employed,97899,Rural,Divorced,95,29,73,3,7,Personal,Personal L3,Offer1,Branch,3.772105
CA56041,Nevada,9120.065162,No,2/16/11,Employed,63878,Urban,Married,113,32,47,0,9,Personal,Personal L3,Offer3,Call Center,370.285349
HI41970,Oregon,5678.046711,No,1/14/11,Employed,68671,Rural,Married,70,30,49,0,6,Special,Special L2,Offer2,Call Center,8.076879
AU46443,Nevada,7517.083811,No,2/28/11,Unemployed,0,Suburban,Single,102,19,13,0,3,Personal,Personal L3,Offer1,Agent,1178.995926
WC35554,Oregon,4530.530663,No,1/21/11,Employed,34640,Urban,Married,117,23,54,2,1,Personal,Personal L2,Offer1,Call Center,466.318191
JR10216,California,2691.380574,No,1/31/11,Retired,21959,Suburban,Married,71,0,69,0,1,Corporate,Corporate L3,Offer4,Web,340.8
OH11674,Arizona,8068.623946,No,1/27/11,Employed,51584,Suburban,Divorced,69,11,98,2,2,Corporate,Corporate L1,Offer1,Branch,368.919773
US85318,Oregon,2478.576723,No,2/8/11,Employed,65744,Urban,Divorced,62,9,77,0,1,Corporate,Corporate L3,Offer2,Call Center,166.507217
FS19862,Arizona,9112.041503,No,1/17/11,Disabled,25198,Suburban,Married,118,26,36,0,4,Personal,Personal L3,Offer3,Call Center,566.4
ZP80713,Arizona,2772.441318,No,1/9/11,Employed,79663,Urban,Divorced,69,14,39,0,1,Personal,Personal L2,Offer3,Branch,263.957201
OK50159,Arizona,4305.793209,No,1/6/11,Employed,31071,Rural,Single,111,0,57,2,1,Personal,Personal L2,Offer2,Call Center,215.23091
TP54769,California,5103.35758,No,2/27/11,Employed,39452,Urban,Divorced,131,6,54,0,1,Corporate,Corporate L3,Offer1,Web,398.190882
FS49381,Oregon,4784.960513,No,1/26/11,Employed,25813,Urban,Divorced,61,16,97,0,8,Personal,Personal L1,Offer3,Agent,205.332749
DQ79499,Oregon,10541.10977,No,2/11/11,Employed,59965,Suburban,Married,131,7,54,0,7,Personal,Personal L2,Offer1,Branch,905.030448
NM62724,Washington,2179.425137,No,2/9/11,Unemployed,0,Suburban,Single,63,23,90,0,1,Personal,Personal L3,Offer3,Branch,544.362598
VO25602,Nevada,7610.840476,No,2/6/11,Employed,98701,Rural,Married,94,22,66,0,3,Personal,Personal L1,Offer1,Branch,79.615631
EP93369,Arizona,8510.525936,No,1/8/11,Unemployed,0,Suburban,Single,121,5,94,0,8,Personal,Personal L2,Offer2,Branch,871.2
DQ45854,Oregon,16172.94049,No,1/30/11,Employed,64388,Rural,Single,68,9,46,0,2,Personal,Personal L3,Offer2,Branch,12.394834
QG15661,Oregon,2425.494812,No,2/8/11,Employed,66841,Rural,Divorced,62,4,73,0,1,Personal,Personal L3,Offer4,Call Center,123.436634
YA80645,Oregon,2899.317224,No,1/2/11,Employed,33738,Urban,Divorced,74,6,50,1,1,Corporate,Corporate L1,Offer2,Agent,304.390472
TW16499,California,3633.05403,No,2/28/11,Employed,43334,Suburban,Married,95,3,72,2,1,Corporate,Corporate L2,Offer4,Call Center,614.367195
UP97629,California,3457.154249,No,1/6/11,Unemployed,0,Urban,Married,91,13,89,0,1,Personal,Personal L3,Offer3,Web,245.673365
NU42684,Nevada,3394.720301,No,1/28/11,Employed,83431,Suburban,Married,84,13,33,0,1,Personal,Personal L3,Offer2,Web,403.2
FS42690,Washington,3781.4548,No,2/1/11,Employed,57647,Suburban,Married,94,3,99,0,1,Personal,Personal L3,Offer1,Branch,451.2
BM69818,Oregon,5841.528134,No,2/12/11,Unemployed,0,Suburban,Divorced,79,17,4,0,3,Personal,Personal L1,Offer1,Call Center,379.2
HK15299,California,5479.854218,No,1/28/11,Employed,38210,Suburban,Married,69,25,41,0,3,Personal,Personal L2,Offer2,Agent,383.043363
NP88496,Nevada,20455.24946,No,1/5/11,Unemployed,0,Suburban,Married,67,28,72,0,2,Personal,Personal L3,Offer3,Agent,482.4
SB99002,Oregon,8319.123035,No,2/1/11,Employed,49734,Rural,Married,69,3,41,0,2,Corporate,Corporate L3,Offer4,Call Center,154.748539
VW82067,Washington,5181.620895,Yes,2/3/11,Employed,97131,Suburban,Married,64,5,80,0,6,Personal,Personal L1,Offer2,Agent,307.2
JG30837,Oregon,4163.79336,No,1/19/11,Disabled,11689,Suburban,Divorced,117,7,46,0,1,Corporate,Corporate L3,Offer4,Web,561.6
AC22873,Arizona,4853.100287,No,2/3/11,Medical Leave,17120,Suburban,Married,125,14,95,0,1,Special,Special L3,Offer1,Agent,717.285949
RO85831,Oregon,7531.697272,No,1/10/11,Employed,82157,Suburban,Single,188,5,33,0,1,Corporate,Corporate L3,Offer4,Agent,1353.6
WT71621,Washington,3280.457296,No,2/2/11,Employed,63297,Urban,Married,82,1,33,0,1,Personal,Personal L3,Offer2,Web,251.756739
OF24813,Washington,32961.15225,No,2/19/11,Employed,66014,Urban,Married,102,34,11,0,2,Personal,Personal L3,Offer2,Branch,459.966453
GH31557,California,2684.581561,No,1/25/11,Employed,98121,Suburban,Divorced,67,22,49,0,1,Personal,Personal L3,Offer2,Web,383.655742
WI89081,Washington,10392.96347,No,2/24/11,Employed,93495,Urban,Married,129,8,0,0,9,Personal,Personal L1,Offer1,Agent,618.20653
IO27771,Oregon,9036.657561,No,1/7/11,Employed,89382,Suburban,Married,112,2,61,0,3,Corporate,Corporate L2,Offer1,Branch,573.990258
HB99061,Arizona,5352.18703,No,2/2/11,Employed,97742,Rural,Married,132,6,52,0,1,Corporate,Corporate L3,Offer4,Branch,199.590599
HQ82089,Arizona,11880.96623,No,1/23/11,Unemployed,0,Suburban,Single,114,29,96,0,2,Personal,Personal L3,Offer1,Branch,820.8
JN72184,Oregon,2557.094323,No,2/18/11,Unemployed,0,Suburban,Divorced,73,30,8,0,1,Corporate,Corporate L1,Offer1,Branch,525.6
WQ46946,California,7914.82311,No,2/9/11,Employed,77153,Urban,Married,99,3,27,1,5,Personal,Personal L3,Offer1,Branch,355.641958
WJ44028,California,9840.082616,No,1/23/11,Employed,94590,Suburban,Married,81,26,31,0,2,Personal,Personal L3,Offer2,Web,388.8
WH77063,Arizona,4351.550504,No,2/9/11,Employed,74163,Suburban,Married,108,14,63,0,1,Personal,Personal L1,Offer4,Agent,518.4
FI13966,Oregon,22207.82615,No,1/3/11,Employed,40450,Suburban,Married,287,8,20,3,7,Personal,Personal L3,Offer3,Branch,1377.6
AQ46199,Oregon,4825.258632,No,1/7/11,Unemployed,0,Suburban,Single,71,8,30,0,8,Personal,Personal L2,Offer4,Web,511.2
WV69362,Arizona,6947.838781,No,2/23/11,Unemployed,0,Suburban,Single,99,12,77,0,4,Corporate,Corporate L3,Offer2,Call Center,475.2
RJ90816,California,3344.809462,No,2/14/11,Employed,33243,Rural,Married,85,13,19,0,1,Personal,Personal L3,Offer2,Call Center,24.555177
NH19236,Arizona,2357.503128,No,2/23/11,Unemployed,0,Urban,Married,64,25,80,0,1,Personal,Personal L3,Offer2,Branch,199.791024
VW88911,Oregon,35944.71048,No,2/13/11,Unemployed,0,Suburban,Single,114,33,55,0,2,Corporate,Corporate L3,Offer1,Branch,820.8
NV14535,Nevada,10408.96865,Yes,2/18/11,Retired,20228,Suburban,Divorced,101,3,43,1,2,Personal,Personal L2,Offer1,Branch,523.815839
BM66931,Arizona,4048.16129,No,2/5/11,Employed,92801,Urban,Married,100,24,23,0,1,Personal,Personal L2,Offer2,Web,407.045238
JW24035,Oregon,6852.001946,No,1/13/11,Unemployed,0,Suburban,Single,69,7,45,1,2,Personal,Personal L2,Offer2,Branch,406.999443
PG82270,California,2903.024168,No,2/9/11,Employed,36845,Suburban,Married,74,14,33,0,1,Personal,Personal L2,Offer4,Branch,355.2
RW65101,California,18039.11422,No,1/31/11,Unemployed,0,Suburban,Single,63,28,82,0,2,Personal,Personal L3,Offer3,Web,503.204804
QO79771,California,3242.043926,No,2/10/11,Employed,72330,Rural,Married,81,2,50,2,1,Personal,Personal L3,Offer2,Call Center,126.509441
EC44438,Nevada,2467.620791,No,1/2/11,Medical Leave,19352,Suburban,Married,65,16,0,0,1,Personal,Personal L3,Offer1,Branch,724.463534
MW54213,Arizona,5674.383424,No,1/3/11,Unemployed,0,Suburban,Married,62,13,6,5,2,Personal,Personal L3,Offer1,Agent,297.6
ZN33412,Arizona,8634.355958,No,2/1/11,Disabled,25073,Suburban,Single,79,3,84,0,2,Personal,Personal L3,Offer1,Branch,379.2
HZ56678,Oregon,2780.196856,No,1/12/11,Disabled,20261,Suburban,Divorced,72,4,55,0,1,Personal,Personal L2,Offer4,Web,345.6
AN36757,Oregon,22056.00496,No,2/27/11,Employed,66851,Urban,Married,92,10,70,2,2,Personal,Personal L3,Offer2,Branch,408.550442
NB54665,Arizona,2514.59196,Yes,2/14/11,Employed,43860,Rural,Single,65,15,58,0,1,Corporate,Corporate L1,Offer2,Agent,156.124914
MG99229,Oregon,5886.221122,No,2/4/11,Unemployed,0,Suburban,Single,180,21,68,0,1,Corporate,Corporate L3,Offer2,Agent,1777.471271
MX76292,California,7706.036295,No,2/13/11,Employed,48019,Rural,Married,64,15,94,0,2,Corporate,Corporate L3,Offer1,Agent,137.665031
EJ90880,California,2790.458197,No,1/25/11,Employed,28786,Suburban,Married,71,30,69,1,1,Personal,Personal L3,Offer1,Agent,345.619809
WO95180,California,2397.036098,Yes,1/29/11,Retired,22283,Suburban,Divorced,65,16,93,0,1,Corporate,Corporate L3,Offer1,Branch,572.072106
BU53191,Arizona,8834.322784,No,2/2/11,Employed,34133,Rural,Divorced,111,0,72,0,7,Personal,Personal L1,Offer1,Call Center,226.9684
ZK54897,Arizona,14435.67365,Yes,1/26/11,Employed,60880,Rural,Married,119,25,89,0,2,Personal,Personal L3,Offer1,Agent,109.906628
PP48389,California,6871.966648,No,2/25/11,Unemployed,0,Suburban,Married,196,5,59,2,1,Personal,Personal L2,Offer1,Agent,940.8
XD29421,Oregon,15362.35442,No,1/10/11,Employed,48115,Suburban,Married,192,15,67,0,5,Personal,Personal L3,Offer3,Agent,1382.4
OP26403,California,4834.797545,No,2/17/11,Employed,32017,Suburban,Married,62,9,10,2,7,Personal,Personal L1,Offer1,Branch,297.6
XK15687,Oregon,10899.30177,No,1/14/11,Employed,58518,Rural,Married,136,17,9,0,3,Personal,Personal L3,Offer1,Agent,323.637414
ED29955,California,5284.041003,No,1/15/11,Employed,61542,Suburban,Married,67,33,83,0,6,Personal,Personal L3,Offer1,Agent,321.6
QT84720,Oregon,2891.726781,No,1/3/11,Employed,56761,Rural,Married,73,31,80,1,1,Corporate,Corporate L2,Offer1,Branch,85.146928
ZH35315,California,4900.545112,No,2/19/11,Disabled,22976,Suburban,Married,66,19,33,0,4,Personal,Personal L2,Offer2,Branch,345.951322
EE76374,Nevada,20842.5963,No,1/29/11,Unemployed,0,Suburban,Single,72,14,29,0,2,Personal,Personal L3,Offer1,Web,709.082334
RF72106,Washington,8415.644389,No,2/13/11,Unemployed,0,Suburban,Single,62,8,98,0,2,Personal,Personal L2,Offer1,Branch,446.4
BS13111,Arizona,6630.836094,No,1/18/11,Unemployed,0,Urban,Divorced,66,20,53,0,2,Personal,Personal L3,Offer1,Branch,315.950185
JP12645,Arizona,12036.62051,Yes,2/10/11,Employed,44428,Suburban,Single,104,17,61,0,2,Personal,Personal L3,Offer1,Call Center,499.2
ZF28570,Nevada,3895.034766,No,2/17/11,Employed,52361,Suburban,Single,102,13,78,0,1,Personal,Personal L3,Offer3,Agent,645.952371
UU93074,California,11701.06985,No,1/5/11,Employed,32435,Suburban,Married,297,24,68,0,1,Personal,Personal L1,Offer1,Agent,1767.348807
SZ60450,California,3419.108695,No,2/13/11,Employed,40272,Rural,Married,86,8,64,0,1,Personal,Personal L3,Offer3,Agent,23.387192
HL63895,Arizona,7302.775082,No,1/18/11,Employed,30492,Urban,Married,61,32,68,0,2,Personal,Personal L3,Offer1,Branch,171.38289
UD27196,Arizona,19685.40911,No,1/22/11,Employed,51524,Suburban,Married,244,6,30,0,3,Personal,Personal L2,Offer3,Branch,1171.2
OU53351,Arizona,2486.064902,No,2/18/11,Employed,36635,Suburban,Married,63,20,28,0,1,Corporate,Corporate L2,Offer4,Agent,302.4
SX50964,Arizona,5224.328801,No,1/24/11,Employed,83389,Urban,Married,65,5,57,0,3,Corporate,Corporate L2,Offer2,Branch,209.25613
RP30093,Oregon,49221.43073,No,1/23/11,Employed,63035,Suburban,Married,153,20,97,0,2,Personal,Personal L3,Offer1,Agent,734.4
BK73302,California,3167.888725,No,2/17/11,Employed,61638,Suburban,Divorced,82,3,55,2,1,Corporate,Corporate L3,Offer2,Web,544.340079
CS93971,Arizona,7805.31287,Yes,1/27/11,Retired,21073,Suburban,Divorced,106,25,54,1,3,Personal,Personal L2,Offer1,Agent,508.8
RG13940,California,13197.92893,Yes,1/27/11,Unemployed,0,Suburban,Single,68,19,2,3,2,Personal,Personal L2,Offer1,Agent,326.4
ZG94155,Oregon,6234.305918,No,2/24/11,Unemployed,0,Rural,Married,82,26,12,0,9,Personal,Personal L3,Offer1,Branch,192.7604
QN15356,Arizona,7539.600588,No,2/12/11,Unemployed,0,Suburban,Single,74,23,64,0,2,Personal,Personal L3,Offer1,Branch,532.8
MZ16820,Nevada,8157.933629,No,1/11/11,Employed,86811,Suburban,Married,102,19,22,0,5,Corporate,Corporate L2,Offer2,Call Center,489.6
DO98345,Oregon,13156.74895,No,2/28/11,Employed,72517,Urban,Married,82,33,27,0,2,Personal,Personal L3,Offer2,Web,371.458196
EQ69638,Washington,5107.624201,No,1/15/11,Unemployed,0,Suburban,Single,77,2,71,0,9,Personal,Personal L3,Offer3,Branch,554.4
UK76814,Oregon,5339.388388,No,2/25/11,Employed,84424,Urban,Married,66,18,71,0,9,Personal,Personal L2,Offer2,Call Center,231.537001
SR30440,California,8649.175023,No,1/13/11,Employed,43383,Suburban,Married,109,7,60,0,8,Personal,Personal L1,Offer3,Branch,757.593913
XE66367,Oregon,7519.133631,Yes,2/20/11,Employed,96306,Rural,Divorced,95,12,17,1,6,Special,Special L2,Offer1,Agent,185.355353
SZ70655,California,4293.009593,No,1/31/11,Unemployed,0,Suburban,Single,61,18,15,0,8,Corporate,Corporate L3,Offer1,Agent,292.8
LX99948,Washington,4529.062612,No,2/18/11,Employed,65134,Urban,Married,112,28,48,0,1,Personal,Personal L2,Offer4,Branch,529.147483
DK98861,Arizona,13160.3389,No,1/18/11,Employed,94125,Urban,Married,109,33,21,0,2,Personal,Personal L2,Offer2,Call Center,341.680131
JX14364,Oregon,13235.54436,No,2/24/11,Employed,39778,Suburban,Married,112,23,49,0,2,Personal,Personal L3,Offer1,Call Center,806.4
LI85491,Oregon,3744.577726,No,1/1/11,Unemployed,0,Suburban,Single,101,3,32,0,1,Personal,Personal L3,Offer1,Agent,727.2
